Title;Salary;Company;Location;Date
Unity3D / C# разработчик;;ТОО ROQED;Нур-Султан;28 октября
Помощник руководителя проектов;от 180 000 KZT;ТОО Гарант-Сервис-Строй;Алматы, Жибек Жолы;15 ноября
Тестировщик ПО;от 200 000 KZT;ТОО Kemel technologies;Нур-Султан;3 ноября
Системный администратор;;ТОО Zere-2016;Караганда;12 ноября
Системный администратор;от 150 000 KZT;ТОО ABIS Investments;Алматы, Москва;17 ноября
Full-stack developer;;ТОО Декатлон РК;Алматы;22 ноября
Интернет-маркетолог;;ТОО Капитал-Холдинг;Алматы;12 ноября
Android-разработчик;;ТОО Thousand IT Company;Алматы;20 ноября
Контент-менеджер/ Модератор;; Talapai.kz;Алматы, Жибек Жолы;16 ноября
ИТ-аналитик;;ТОО HIBRAIN;Нур-Султан;19 ноября
Программист 1С;200 000-250 000 KZT;ТОО KazIT Component;Алматы;2 ноября
Ux/ui дизайнер;180 000-300 000 KZT;ТОО avex agency;Нур-Султан;16 ноября
Ведущий специалист отдела информационных технологий;до 250 000 KZT; Казгидромет, РГП;Нур-Султан;17 ноября
IT аналитик (банковское ПО);;ТОО ЦФТ-Азия;Алматы, Алатау и еще 1 ;5 ноября
Менеджер по продажам;100 000-500 000 KZT;ТОО GEODOR;Алматы;20 ноября
Консультант 1С;;ТОО 3S Consulting;Алматы;18 ноября
Менеджер проекта;180 000-232 000 KZT;ТОО T.K. Turan Group;Алматы;16 ноября
Сотрудник в отдел Колл-центра;100 000-200 000 KZT;ТОО IT DASS SOLUTIONS;Алматы, Жибек Жолы;20 ноября
Консультант 1С;от 250 000 KZT;ТОО Технологии Вашего Бизнеса;Алматы;4 ноября
Программист;;ТОО Стофарм;Костанай;18 ноября
Сетевой инженер;;ТОО KITCOM (КИТКОМ);Караганда;10 ноября
IOS разработчик;до 800 000 KZT;ТОО G1 Software Kazakhstan;Нур-Султан;26 ноября
Сервисный инженер;150 000-250 000 KZT;ТОО MataPrintTechno;Алматы, Москва;24 ноября
Менеджер по развитию;90 000-300 000 KZT;ТОО eMenu.kz;Караганда;11 ноября
Оператор складского учета;136 974-188 165 KZT;ТОО SAPA Logistics;Нур-Султан;24 ноября
Веб-дизайнер, UI/UX-дизайнер;150 000-200 000 KZT;ИП Q-TRADE;Алматы, Драмтеатр имени Ауэзова;6 ноября
Менеджер проекта (проектировщик);350 000-350 000 KZT;ТОО Young group limited;Алматы;10 ноября
Middle frontend-разработчик;100 000-300 000 KZT;ТОО TEQ World;Нур-Султан;26 ноября
Специалист по IT;; ОЛЖА, АО;Алматы;10 ноября
Менеджер по продажам в диджитал - агентство;170 000-370 000 KZT;ТОО Global Media;Павлодар;4 ноября
IOS разработчик;;ТОО Tredo;Алматы;19 ноября
Сетевой администратор;120 000-200 000 KZT;Гос. корп. КарГТУ, Гос. корп;Караганда;30 октября
Руководитель Интернет-магазина;100 000-500 000 KZT;ТОО Autodata;Алматы;17 ноября
Разработчик/Художник Unreal Engine 4;;ТОО Filmotion;Алматы;24 ноября
Руководитель проекта;;ТОО STD Project;Алматы;16 ноября
Специалист по IT;90 000-113 000 KZT;ТОО РЦКУ Костанай;Костанай;13 ноября
Руководитель отдела маркетинга;;ООО Newmax Technologies;Алматы;19 ноября
Flutter разработчик;;ТОО PEGAS KAZAKHSTAN;Алматы;24 ноября
Senior Operations Manager;от 300 000 KZT;ТОО Power WiFi;Алматы;24 ноября
Менеджер интернет-магазина/Контент менеджер;80 000-80 000 KZT;ТОО Favori;Алматы;2 ноября
Руководитель IT проектов;; Казтелепорт, АО;Алматы;3 ноября
Главный специалист отдела ввода и обработки данных;от 120 000 KZT; Филиал РГП ИВЦ КС МНЭ РК по Карагандинской области;Караганда;13 ноября
Программист (разработчик Full-stack);от 400 000 KZT;ТОО KZ Transit (КЗ Транзит);Караганда;23 ноября
Public Health Specialist;; Корпорации Центры для международных Программ в Казахстане, Филиал;Алматы;20 ноября
Технический специалист MS CLOUD (Казахстан, Алматы);;ТОО «Мук-Компьютерс»;Алматы;24 ноября
Разработчик 1С-Bitrix;250 000-400 000 KZT;ИП Foxis;Алматы;26 ноября
Монтажник слаботочных систем;80 000-150 000 KZT;ТОО Standart Stroy Group;Жезказган;6 ноября
Специалист офиса cо знанием английского языка;от 135 000 KZT;ТОО Готовые Интернет Решения;Талдыкорган;18 ноября
Инженер слаботочных систем безопасности;до 200 000 KZT;ТОО АВА групп;Алматы;4 ноября
Программист С++;250 000-350 000 KZT;ТОО Зебра Телеком,ТОО;Павлодар;14 ноября
IOS разработчик;150 000-200 000 KZT;ИП CyberTech.kz;Алматы;16 ноября
Менеджер по продажам;от 150 000 KZT;ИП Aziya Service, ТМ (Кантуринов Е. Б.);Алматы;24 ноября
3D-визуализатор/ 3D-дизайнер;100 000-150 000 KZT;ИП Studio Mago;Караганда;26 ноября
Консультант по внедрению;;ТОО Alma Innovation Group;Алматы;5 ноября
Менеджер по продажам;200 000-500 000 KZT; NEWTON, НТЦ;Алматы, Райымбек батыра;12 ноября
Менеджер по продажам интернет рекламы;150 000-500 000 KZT;ТОО WantResult Kazakhstan;Алматы;24 ноября
IT Аналитик;;ТОО Platonus;Нур-Султан;6 ноября
Руководитель технического отдела по GPS навигации;;ТОО Hit Telecom;Алматы;19 ноября
Инженер-программист отдела разработки отраслевых решений;;ТОО 1С-Рейтинг;Усть-Каменогорск;3 ноября
Технический писатель;;ТОО TargetAI Limited;Нур-Султан;3 ноября
Монтажник слаботочных систем (монтажник системы видеонаблюдения);;ТОО Видеонаблюдение;Павлодар;11 ноября
Системотехник;от 80 000 KZT;ТОО Фаворит Technology;Караганда;12 ноября
Инженер систем сетевой безопасности;150 000-500 000 KZT;ТОО Alexis Company;Алматы;29 октября
Android разработчик;от 400 000 KZT;ТОО ITERA Software Lab;Караганда;20 ноября
Менеджер по продажам;120 000-300 000 KZT;ТОО RuSoft company;Нур-Султан;5 ноября
Программист;от 250 000 KZT;ТОО TNK INVESTMENT GROUP;Нур-Султан;25 ноября
Инженер отдела IT;200 000-200 000 KZT;ТОО SoulFood (Соулфуд);Алматы;9 ноября
Координатор проекта по внедрению CRM системы;;ТОО Distrilab;Алматы;13 ноября
Инженер-программист;до 1 500 000 KZT;ТОО Database Systems;Алматы;13 ноября
Менеджер по продажам ИТ оборудования и ИТ решений;от 200 000 KZT;ТОО «Компания LETS»;Алматы;24 ноября
Маркетолог;от 175 000 KZT;ТОО XFinity Solutions;Алматы, Абая;11 ноября
Консультант 1С;;ТОО ITP Mining;Алматы, Алмалы;23 ноября
Менеджер по продажам;от 100 000 KZT;ТОО Smart Innovations;Усть-Каменогорск;20 ноября
Разработчик корпоративных web-приложений;;ТОО ICORE-Integration;Алматы;5 ноября
Программист PHP, LARAVEL, Backend;200 000-300 000 KZT;ТОО Qazaq International Holding;Алматы;19 ноября
Программист-разработчик;от 150 000 KZT;Нек. орг. КАЗАХСКИЙ ЦЕНТР СЕТЕВОЙ ИНФОРМАЦИИ;Семей;13 ноября
Backend-разработчик;200 000-750 000 KZT;ТОО IT.Y;Алматы, Драмтеатр имени Ауэзова;17 ноября
Монтажник систем безопасности;120 000-180 000 KZT;ИП Trio Company;Усть-Каменогорск;21 ноября
Менеджер проектов;150 000-200 000 KZT;ТОО Techis Media;Алматы;3 ноября
Frontend-разработчик;; Научно-исследовательский институт экономики и информатизации транспорта, телекоммуникации ЭИТТ, НИИ;Нур-Султан;5 ноября
IOS разработчик;;ТОО Thousand IT Company;Алматы;1 ноября
Мастер по ремонту компьютеров и ноутбуков;от 250 000 KZT;ИП Eshop;Алматы, Алатау;15 ноября
Веб-дизайнер;150 000-200 000 KZT;ТОО МАГАЗИН 101;Алматы, Райымбек батыра;13 ноября
Web-разработчик;от 150 000 KZT;ИП Dd Up Make Up;Алматы;23 ноября
Аналитик;;ТОО Esepshi.kz;Нур-Султан;23 ноября
Mobile Flutter Developer;;ТОО Code Union;Алматы;22 ноября
Сервисный инженер;;ТОО Петроталл;Алматы;18 ноября
Менеджер корпоративных продаж;200 000-300 000 KZT;ТОО КРОВЛЯ KERABIT;Шымкент;16 ноября
Преподаватель по программированию (удаленно);150 000-300 000 KZT;ИП CHERDYNTSEV;Алматы;25 ноября
Менеджер по прямым продажам;до 500 000 KZT;ТОО REGroup;Шымкент;11 ноября
Программист 1С;150 000-150 000 KZT;ТОО Микрофинансовая организация Эверест Финанс;Караганда;4 ноября
Программист С#;;ТОО Студия Webdesign.kz;Уральск;16 ноября
Инженер сервисной службы, г. Караганда;;ТОО MCES KZ;Караганда;10 ноября
Web-программист (Backend);;ТОО HDF;Алматы;6 ноября
Менеджер интернет-магазина;90 000-150 000 KZT;ТОО Gulder.kz (Гулдер.кз);Алматы, Байконур;16 ноября
Разработчик Битрикс (backend, frontend, full stack);до 450 000 KZT;ТОО iLab;Алматы;23 ноября
Монтажник слаботочных систем;от 150 000 KZT;ИП ДОЗОР;Экибастуз;29 октября
T-SQL программист/ Специалист по внедрению и сопровождению ПО;;ТОО GeoMineSoft;Алматы;4 ноября
Сервис-инженер / программист;;ТОО Profi Soft;Костанай;29 октября
Инженер по обслуживанию сетевого оборудования и компьютерной техники;60 000-100 000 KZT; ОЮЛ в форме Ассоциации «Ассоциация пользователей научно-образовательной компьютерной сети Казахстана «КАЗРЕНА»;Алматы, Абая;13 ноября
Менеджер по продажам;60 000-1 200 000 KZT;ИП MOTIVE.kz;Нур-Султан;22 ноября
Мастер по заправке картриджей;80 000-120 000 KZT;ТОО PRINT MASTER PV, ТОО;Павлодар;23 ноября
Менеджер по продажам;от 200 000 KZT;ИП Бакиров;Алматы, Жибек Жолы;19 ноября
Менеджер по продажам (холодные звонки);70 000-220 000 KZT;ТОО 2BTelecom;Алматы;13 ноября
Full stack разработчик Java;;ТОО Керемет IT;Нур-Султан;16 ноября
Оператор отдела мониторинга;до 150 000 KZT;ТОО Adicom2000;Нур-Султан;16 ноября
Web-разработчик .NET C#;;ТОО ЦИС WTO;Караганда;11 ноября
Программист 1С (Алматы);;ТОО MedianaSoft;Алматы;12 ноября
Веб-дизайнер;100 000-150 000 KZT;ТОО GB Travel;Алматы;2 ноября
Монтажник слаботочных систем;80 000-150 000 KZT;ТОО ИСБ;Нур-Султан;25 ноября
Инженер - системотехник;120 000-150 000 KZT;ТОО Торговый дом стройматериалов;Костанай;3 ноября
Менеджер по работе с клиентами;80 000-120 000 KZT;ТОО Mplat;Алматы, Москва;10 ноября
Менеджер проектов;от 150 000 KZT;ИП ZOOM (ИП Вострикова);Алматы, Алатау;13 ноября
Менеджер по продажам ip телефонии;;ТОО Link Master Kazakhstan;Алматы;17 ноября
Монтажник слаботочных систем;от 130 000 KZT;ТОО ЖЕТIСУ GROUP;Алматы;16 ноября
Интернет-маркетолог / менеджер по контекстной рекламе (менеджер по трафику);от 200 000 KZT;ИП Осипов Э.А.;Алматы, Алатау;5 ноября
Менеджер по ключевым клиентам;180 000-220 000 KZT;ТОО Adeline;Алматы;29 октября
Full-stack Web Developer;;ТОО DreamLight (VARDIX);Нур-Султан;18 ноября
1С-специалист;от 100 000 KZT;ТОО АвтоБизнесЦентр на Бродского;Алматы;13 ноября
Pre-sales engineer;80 000-120 000 KZT;ТОО ОПТИЧЕСКИЕ ТЕХНОЛОГИИ;Алматы;12 ноября
Менеджер по продажам;от 150 000 KZT;ТОО STOREX;Нур-Султан;28 октября
Менеджер отдела продаж;150 000-300 000 KZT;ТОО SМMPro;Алматы;20 ноября
Программист 1С;;ТОО Интенсив Контрол Солюшнс;Нур-Султан;10 ноября
Инженер - автор студенческих работ (техническое направление);130 000-130 000 KZT;ИП Решатель;Нур-Султан;1 ноября
Интернет-маркетолог;от 150 000 KZT;ТОО iMAS GROUP;Семей;31 октября
Middle backend developer;;ТОО Cube ERP (Кьюб ИАРПИ);Алматы;18 ноября
Backend PHP Разработчик;100 000-500 000 KZT;ТОО ЦАТ IDSOFT;Алматы, Алатау;3 ноября
Разработчик мобильных приложений;;ТОО Тамур;Нур-Султан;29 октября
Менеджер по продажам на сайт;; Fast Forward Gifts & Souvenirs;Алматы;20 ноября
Менеджер по продажам;100 000-150 000 KZT;ТОО Ublox Inc;Нур-Султан;4 ноября
Разработчик Битрикс 24;;ТОО DIGIFAN;Алматы;19 ноября
Java Developer/Разработчик/ Программист;; Информационно-вычислительный центр Агентства РК по статистике, РГП;Нур-Султан;10 ноября
Сервис-менеджер;от 100 000 KZT;ТОО Казтехносвязь;Костанай;16 ноября
Специалист по ремонту планшетов и ноутбуков;;ТОО Delta Consulting Group;Атырау;28 октября
Менеджер по государственным закупкам;80 000-120 000 KZT;ТОО Таймас Технолоджи;Нур-Султан;10 ноября
Старший Java-разработчик;;ТОО Ak Kamal Security;Алматы;17 ноября
Программист-консультант 1C;;ИП RCS ( ИП Гайнутдинов Р.Р.);Уральск;1 ноября
Менеджер по продажам проектов (г. Астана);;ТОО Полимедиа;Нур-Султан;10 ноября
Менеджер по продажам оборудования;80 000-500 000 KZT;ТОО it-market.kz;Алматы;25 ноября
Монтажник слаботочных систем;;ТОО Тұмар Жарық Астана;Нур-Султан;4 ноября
Менеджер проекта (онлайн-курса);до 250 000 KZT;ТОО ZHUNUSOV GROUP;Нур-Султан;3 ноября
Backend Разработчик Django;200 000-500 000 KZT;ТОО TAKLIMAKAN C.I.G.;Алматы;9 ноября
Директор по развитию проектов 1С;420 000-730 000 KZT;ТОО Smart Technology Service;Алматы;4 ноября
Монтажник слаботочных систем;от 100 000 KZT;ТОО Легион-М;Алматы;12 ноября
Инженер-электронщик (Алматы);от 150 000 KZT;ТОО Компания Холодом;Алматы;16 ноября
Инженер - монтажник слаботочных систем;100 000-150 000 KZT;ТОО INTROTECH;Алматы;16 ноября
Системный администратор;от 140 000 KZT;Гос. корп. РГП на ПХВ ГИСХАГИ;Алматы;2 ноября
Специалист IT отдела;140 000-190 000 KZT;ТОО Центр организации бизнеса Бизнес РОСТ;Нур-Султан;2 ноября
Программист;;ТОО Астана Сервис Плюс;Атырау;9 ноября
Инженер-программист / Инженер по автоматизации;;ТОО Казцентрналадка;Караганда;5 ноября
Сервисный инженер;;ТОО Кнорр-Бремзе системы для рельсового транспорта Республики Казахстан;Нур-Султан;6 ноября
IT специалист-экономист аналитик Агросектора;;ТОО Белес-Агро;Уральск;16 ноября
Кабельщик-спайщик;от 120 000 KZT;ТОО Алонстелефонстрой;Нур-Султан;10 ноября
Менеджер по продажам;150 000-600 000 KZT;ТОО Laser Jet Service;Алматы;11 ноября
Backend разработчик;;ИП MANI;Алматы;6 ноября
Монтажник слаботочных систем;100 000-170 000 KZT;ТОО СиМ Инжиниринг Групп;Нур-Султан;5 ноября
Инженер-программист;;ТОО Инжиниринговая компания ЮгПромГаз;Алматы;17 ноября
Инженер-техник;50 000-80 000 KZT;ТОО ОТИС;Костанай;2 ноября
Менеджер IT-проектов;150 000-250 000 KZT;ИП ВОСТРИКОВ И.С.;Алматы, Алатау;16 ноября
Киномеханик в г. Алматы;;ТОО «Capital Cinema» ТМ Cinema Hotel Corporation;Алматы;28 октября
Менеджер интернет-магазина;80 000-130 000 KZT;ТОО Cофит;Шымкент;28 октября
Инженер информационной сети;130 000-150 000 KZT;ИП Асетов Е.М.;Усть-Каменогорск;29 октября
Интернет-маркетолог;100 000-300 000 KZT;ИП Акпынар Е.А;Нур-Султан;31 октября
Специалист по работе с базами данных;;ТОО Alau Solutions;Алматы, Алатау;2 ноября
Специалист по внедрению и сопровождению информационных систем (Алматы);; Филиал Акционерного общества АКГЮН (КОМПЬЮТЕРНОЕ ПРОГРАММИРОВАНИЕ КОММЕРЧЕСКАЯ ФИРМА) в РК;Алматы;16 ноября
Программист PHP, JS, SQL;150 000-200 000 KZT;ИП Интернет Солюшн;Алматы;11 ноября
Младший аналитик/консультант;до 200 000 KZT;ТОО AG TECH;Нур-Султан;2 ноября
Java-разработчик;;ТОО AlterApp;Алматы;28 октября
BackEnd / FrontEnd программист-разработчик;от 150 000 KZT;ТОО Ecomartex Kazakhstan;Алматы;1 ноября
QA-инженер / Тестировщик;;ТОО New Technologies Integrator (Нью Технолоджис Интегрейтор);Алматы;7 ноября
HTML-верстальщик;от 100 000 KZT;ИП КОПБАЙ, TM DYNAMICA;Алматы;9 ноября
Главный специалист по внедрению и сопровождению ПО;70 000-200 000 KZT;ОАО Казахский университет экономики, финансов и международной торговли, АО;Нур-Султан;28 октября
IT-менеджер;60 000-300 000 KZT;ТОО Сервис Буду;Алматы, Москва;29 октября
Технический специалист;135 000-135 000 KZT;ТОО Технический центр Эльворти;Нур-Султан;2 ноября
Программист 1C;от 500 000 KZT;ТОО им. Тьюринга;Алматы;3 ноября
Мастер по ремонту ноутбуков, компьютеров, принтеров;70 000-140 000 KZT;ТОО Doctor Com;Караганда;3 ноября
Инженер по слаботочной системе;100 000-250 000 руб.;ТОО ITCOM.KZ;Шымкент;4 ноября
Middle Backend developer на Phyton;;ИП Projector;Алматы;5 ноября
Junior/Middle Full Stack Java Developer;от 500 000 KZT;ТОО NSE technology;Нур-Султан;28 октября
Системный администратор;240 000-250 000 KZT;ТОО ONE SOURCE;Алматы;2 ноября
Оператор видеонаблюдения;100 000-110 000 KZT;ТОО Mobil Realty;Нур-Султан;3 ноября
Программист ASP.NET;от 350 000 KZT;ТОО Crocos (Крокос);Нур-Султан;2 ноября
CMM менеджер;;ТОО STORAGE.KZ;Алматы;30 октября
Менеджер проектов;100 000-300 000 KZT;ТОО В2В Сервис;Алматы;30 октября
